name,F,M,All,ratio,gender
Edwana,12.0,,12.0,,
Tetsuya,,12.0,12.0,,
Emercyn,12.0,,12.0,,
Zyionna,12.0,,12.0,,
Jermil,,12.0,12.0,,
Delexus,12.0,,12.0,,
Tessalynn,12.0,,12.0,,
Coreta,12.0,,12.0,,
Luegenia,12.0,,12.0,,
Pradyumna,,12.0,12.0,,
Emerline,12.0,,12.0,,
Marcquel,,12.0,12.0,,
Nateria,12.0,,12.0,,
Valeire,12.0,,12.0,,
Tshaka,,12.0,12.0,,
Tevaris,,12.0,12.0,,
Praneet,,12.0,12.0,,
Alician,12.0,,12.0,,
Amartya,,12.0,12.0,,
Jolien,12.0,,12.0,,
Sunem,12.0,,12.0,,
Aubriona,12.0,,12.0,,
Sacajawea,12.0,,12.0,,
Franchette,12.0,,12.0,,
Lashaunti,12.0,,12.0,,
Amaure,,12.0,12.0,,
Pranita,12.0,,12.0,,
Kavona,12.0,,12.0,,
Samiaya,12.0,,12.0,,
Aleanah,12.0,,12.0,,
Jerniah,12.0,,12.0,,
Tauryn,12.0,,12.0,,
Raygene,12.0,,12.0,,
Jerez,,12.0,12.0,,
Xyion,,12.0,12.0,,
Teshima,12.0,,12.0,,
Chelia,12.0,,12.0,,
Menyon,12.0,,12.0,,
Jermyia,12.0,,12.0,,
Heleyna,12.0,,12.0,,
Katylynn,12.0,,12.0,,
Ahonesty,12.0,,12.0,,
Yosuf,,12.0,12.0,,
Deloren,,12.0,12.0,,
Theary,12.0,,12.0,,
Rayjohn,,12.0,12.0,,
Mercedita,12.0,,12.0,,
Demorea,,12.0,12.0,,
Oveline,12.0,,12.0,,
Madesen,12.0,,12.0,,
Xing,7.0,5.0,12.0,-0.48542682717,0.0
Pressie,12.0,,12.0,,
Myoshia,12.0,,12.0,,
Zamera,12.0,,12.0,,
Euless,,12.0,12.0,,
Indee,12.0,,12.0,,
Hatton,,12.0,12.0,,
Charielle,12.0,,12.0,,
Zykierra,12.0,,12.0,,
Ovada,12.0,,12.0,,
Jakkar,,12.0,12.0,,
Trintiy,12.0,,12.0,,
Saniia,12.0,,12.0,,
Makayley,12.0,,12.0,,
Jontre,,12.0,12.0,,
Montesha,12.0,,12.0,,
Mikayia,12.0,,12.0,,
Nassiah,6.0,6.0,12.0,0.0,0.0
Kynzlie,12.0,,12.0,,
Garyon,,12.0,12.0,,
Thommas,,12.0,12.0,,
Jeneya,12.0,,12.0,,
Sandrah,12.0,,12.0,,
Jonquavious,,12.0,12.0,,
Jakeshia,12.0,,12.0,,
Niama,12.0,,12.0,,
Thermond,,12.0,12.0,,
Andel,,12.0,12.0,,
Gariella,12.0,,12.0,,
Ebay,,12.0,12.0,,
Garman,,12.0,12.0,,
Azazel,,12.0,12.0,,
Izais,,12.0,12.0,,
Assie,12.0,,12.0,,
Trishell,12.0,,12.0,,
Zinaya,12.0,,12.0,,
Zendell,,12.0,12.0,,
Kaashif,,12.0,12.0,,
Eastman,,12.0,12.0,,
Nasteha,12.0,,12.0,,
Alinson,12.0,,12.0,,
Garylee,,12.0,12.0,,
Jakierra,12.0,,12.0,,
Asleigh,12.0,,12.0,,
Earskin,,12.0,12.0,,
Thair,,12.0,12.0,,
Nhyla,12.0,,12.0,,
Deniene,12.0,,12.0,,
Nodia,12.0,,12.0,,
Taliayah,12.0,,12.0,,
Eubert,,12.0,12.0,,
Kittye,12.0,,12.0,,
Stig,,12.0,12.0,,
Verronica,12.0,,12.0,,
Geffen,,12.0,12.0,,
Reaves,,12.0,12.0,,
Jyniah,12.0,,12.0,,
Jynesis,12.0,,12.0,,
Zahier,,12.0,12.0,,
Mirina,12.0,,12.0,,
Nasiar,,12.0,12.0,,
Stevonna,12.0,,12.0,,
Zamarria,12.0,,12.0,,
Keating,6.0,6.0,12.0,0.0,0.0
Andes,,12.0,12.0,,
Afsa,12.0,,12.0,,
Zariha,12.0,,12.0,,
Channan,12.0,,12.0,,
Asialynn,12.0,,12.0,,
Mattheo,,12.0,12.0,,
Rokas,,12.0,12.0,,
Jenal,12.0,,12.0,,
Shiwanda,12.0,,12.0,,
Kiyasha,12.0,,12.0,,
Sabdiel,,12.0,12.0,,
Talford,,12.0,12.0,,
Azelynn,12.0,,12.0,,
Welburn,,12.0,12.0,,
Lureatha,12.0,,12.0,,
Shloak,,12.0,12.0,,
Nasr,,12.0,12.0,,
Nobue,12.0,,12.0,,
Prezley,12.0,,12.0,,
Jyselle,12.0,,12.0,,
Trinety,12.0,,12.0,,
Emmilynn,12.0,,12.0,,
Hassanah,12.0,,12.0,,
Kealeigh,12.0,,12.0,,
Kealen,,12.0,12.0,,
Emmo,12.0,,12.0,,
Jakyree,,12.0,12.0,,
Hassam,,12.0,12.0,,
Chaqueta,12.0,,12.0,,
Braylei,12.0,,12.0,,
Sudhir,,12.0,12.0,,
Marcelaine,12.0,,12.0,,
Kayel,,12.0,12.0,,
Shinelle,12.0,,12.0,,
Izayha,,12.0,12.0,,
Raymart,,12.0,12.0,,
Antroine,,12.0,12.0,,
Jeramaine,,12.0,12.0,,
Demariyon,,12.0,12.0,,
Adriean,,12.0,12.0,,
Shakeyah,12.0,,12.0,,
Yokasta,12.0,,12.0,,
Shdiamond,12.0,,12.0,,
Cortaz,,12.0,12.0,,
Amandarae,12.0,,12.0,,
Thary,12.0,,12.0,,
Ahsia,12.0,,12.0,,
Marinella,12.0,,12.0,,
Yariely,12.0,,12.0,,
Aliciamarie,12.0,,12.0,,
Kadejha,12.0,,12.0,,
Marchand,7.0,5.0,12.0,-0.48542682717,0.0
Nefeli,12.0,,12.0,,
Sujeiry,12.0,,12.0,,
Paishence,12.0,,12.0,,
Adellyn,12.0,,12.0,,
Mahee,12.0,,12.0,,
Shakieta,12.0,,12.0,,
Jonahan,,12.0,12.0,,
Heilyn,12.0,,12.0,,
Fujiye,12.0,,12.0,,
Anirah,12.0,,12.0,,
Wenford,,12.0,12.0,,
Shakitha,12.0,,12.0,,
Kaybrie,12.0,,12.0,,
Amareion,,12.0,12.0,,
Verge,,12.0,12.0,,
Tyricka,12.0,,12.0,,
Ednar,12.0,,12.0,,
Pratheek,,12.0,12.0,,
Paizleigh,12.0,,12.0,,
Kaydenn,,12.0,12.0,,
Neethu,12.0,,12.0,,
Knisha,12.0,,12.0,,
Gabel,,12.0,12.0,,
Wendra,12.0,,12.0,,
Paisyn,12.0,,12.0,,
Lastat,,12.0,12.0,,
Emilson,,12.0,12.0,,
Kathina,12.0,,12.0,,
Jakalen,,12.0,12.0,,
Jephthe,,12.0,12.0,,
Rozzie,12.0,,12.0,,
Wendeline,12.0,,12.0,,
Edford,,12.0,12.0,,
Jennylyn,12.0,,12.0,,
Demeteria,12.0,,12.0,,
Lohoma,12.0,,12.0,,
Demethra,12.0,,12.0,,
Lukeus,,12.0,12.0,,
Belarmino,,12.0,12.0,,
Cossie,,12.0,12.0,,
Ahva,12.0,,12.0,,
Sharema,12.0,,12.0,,
Antwanne,,12.0,12.0,,
Klhoe,12.0,,12.0,,
Costanzo,,12.0,12.0,,
Monterey,12.0,,12.0,,
Demeturis,,12.0,12.0,,
Zuliana,12.0,,12.0,,
Anhuar,,12.0,12.0,,
Taleek,,12.0,12.0,,
Hayleah,12.0,,12.0,,
Garbrielle,12.0,,12.0,,
Charu,12.0,,12.0,,
Rayneshia,12.0,,12.0,,
Raees,,12.0,12.0,,
Miking,,12.0,12.0,,
Amaje,,12.0,12.0,,
Sujan,,12.0,12.0,,
Makinsley,12.0,,12.0,,
Heatherlee,12.0,,12.0,,
Wolford,,12.0,12.0,,
Antwana,5.0,7.0,12.0,0.48542682717,1.0
Belize,12.0,,12.0,,
Chasmin,12.0,,12.0,,
Darilynn,12.0,,12.0,,
Demelza,12.0,,12.0,,
Coryion,,12.0,12.0,,
Alyzia,12.0,,12.0,,
Adrihanna,12.0,,12.0,,
Emiri,12.0,,12.0,,
Belgica,12.0,,12.0,,
Kayleejo,12.0,,12.0,,
Kadedria,12.0,,12.0,,
Thenia,12.0,,12.0,,
Sancha,12.0,,12.0,,
Jakaylon,,12.0,12.0,,
Royanna,12.0,,12.0,,
Rickiah,12.0,,12.0,,
Darquez,,12.0,12.0,,
Elowyn,12.0,,12.0,,
Raighan,12.0,,12.0,,
Libna,12.0,,12.0,,
Saksham,,12.0,12.0,,
Tekoah,12.0,,12.0,,
Perriann,12.0,,12.0,,
Perpetua,12.0,,12.0,,
Tyjana,12.0,,12.0,,
Maka,12.0,,12.0,,
Joemy,12.0,,12.0,,
Vashone,,12.0,12.0,,
Perma,12.0,,12.0,,
Jadell,,12.0,12.0,,
Ammad,,12.0,12.0,,
Nikeita,12.0,,12.0,,
Perlena,12.0,,12.0,,
Williammichael,,12.0,12.0,,
Jillynn,12.0,,12.0,,
Nawana,12.0,,12.0,,
Raidan,,12.0,12.0,,
Taysir,,12.0,12.0,,
Jillia,12.0,,12.0,,
Tyi,,12.0,12.0,,
Raichelle,12.0,,12.0,,
Daynna,12.0,,12.0,,
Sheonna,12.0,,12.0,,
Bielka,12.0,,12.0,,
Kaitryn,12.0,,12.0,,
Annavictoria,12.0,,12.0,,
Zanthia,12.0,,12.0,,
Elizabeta,12.0,,12.0,,
Marjoe,,12.0,12.0,,
Adner,,12.0,12.0,,
Jacquolyn,12.0,,12.0,,
Clarince,,12.0,12.0,,
Pessel,12.0,,12.0,,
Tairyn,12.0,,12.0,,
Lilikoi,12.0,,12.0,,
Roselio,,12.0,12.0,,
Jimmesha,12.0,,12.0,,
Clarette,12.0,,12.0,,
Ezekeial,,12.0,12.0,,
Moisses,,12.0,12.0,,
Jimson,,12.0,12.0,,
Eloris,12.0,,12.0,,
Malcon,,12.0,12.0,,
Ammber,12.0,,12.0,,
Tadayoshi,,12.0,12.0,,
Tadasia,12.0,,12.0,,
Ahlias,,12.0,12.0,,
Dazhanae,12.0,,12.0,,
Salahudin,,12.0,12.0,,
Eloi,,12.0,12.0,,
Navreet,12.0,,12.0,,
Madisynne,12.0,,12.0,,
Laquante,,12.0,12.0,,
Ijanay,12.0,,12.0,,
Adilyne,12.0,,12.0,,
Jaeci,12.0,,12.0,,
Hose,,12.0,12.0,,
Vaugh,,12.0,12.0,,
Laquavis,,12.0,12.0,,
Znyah,12.0,,12.0,,
Shelbyann,12.0,,12.0,,
Chylah,12.0,,12.0,,
Deandrick,,12.0,12.0,,
Kaniece,12.0,,12.0,,
Annias,,12.0,12.0,,
Anjolee,12.0,,12.0,,
Fenisha,12.0,,12.0,,
Dashya,12.0,,12.0,,
Deangelio,,12.0,12.0,,
Joharis,12.0,,12.0,,
Shandice,12.0,,12.0,,
Jhet,,12.0,12.0,,
Chukwubuikem,,12.0,12.0,,
Jaeonna,12.0,,12.0,,
Jiani,12.0,,12.0,,
Rahsheed,,12.0,12.0,,
Shanegua,12.0,,12.0,,
Nikhia,12.0,,12.0,,
Coker,,12.0,12.0,,
Rosanny,12.0,,12.0,,
Joerell,,12.0,12.0,,
Salama,12.0,,12.0,,
Lovilla,12.0,,12.0,,
Joes,,12.0,12.0,,
Malaikah,12.0,,12.0,,
Lovita,12.0,,12.0,,
Datavia,12.0,,12.0,,
Yadid,,12.0,12.0,,
Elioenai,,12.0,12.0,,
Deajha,12.0,,12.0,,
Piersen,,12.0,12.0,,
Amitabh,,12.0,12.0,,
Mekeisha,12.0,,12.0,,
Sheleah,12.0,,12.0,,
Deaija,12.0,,12.0,,
Vasthi,12.0,,12.0,,
Yamiley,12.0,,12.0,,
Shantrece,12.0,,12.0,,
Dassie,12.0,,12.0,,
Ayad,,12.0,12.0,,
Sakaria,,12.0,12.0,,
Hume,,12.0,12.0,,
Darquis,,12.0,12.0,,
Maslah,,12.0,12.0,,
Liko,,12.0,12.0,,
Tahliya,12.0,,12.0,,
Yurie,12.0,,12.0,,
Bethenny,12.0,,12.0,,
Annadell,12.0,,12.0,,
Ahlaam,12.0,,12.0,,
Falando,,12.0,12.0,,
Jocquez,,12.0,12.0,,
Amylyn,12.0,,12.0,,
Likesha,12.0,,12.0,,
Shellise,12.0,,12.0,,
Marixza,12.0,,12.0,,
Kt,12.0,,12.0,,
Murlie,12.0,,12.0,,
Makah,,12.0,12.0,,
Teag,,12.0,12.0,,
Teaera,12.0,,12.0,,
Zuwena,12.0,,12.0,,
Monaya,12.0,,12.0,,
Jacorri,,12.0,12.0,,
Teegen,,12.0,12.0,,
Anaelisa,12.0,,12.0,,
Kallel,,12.0,12.0,,
Shantalle,12.0,,12.0,,
Kaleth,,12.0,12.0,,
Davanie,12.0,,12.0,,
Davenia,12.0,,12.0,,
Faheemah,12.0,,12.0,,
Cloudia,12.0,,12.0,,
Phillipmichael,,12.0,12.0,,
Davar,,12.0,12.0,,
Margita,12.0,,12.0,,
Sahmiyah,12.0,,12.0,,
Ellyonna,12.0,,12.0,,
Kalany,12.0,,12.0,,
Davany,12.0,,12.0,,
Jacklon,12.0,,12.0,,
Jacir,,12.0,12.0,,
Kaleta,12.0,,12.0,,
Adoniah,7.0,5.0,12.0,-0.48542682717,0.0
Elliyana,12.0,,12.0,,
Teaghen,12.0,,12.0,,
Annaelle,12.0,,12.0,,
Kalell,,12.0,12.0,,
Margherite,12.0,,12.0,,
Kalandria,12.0,,12.0,,
Avva,12.0,,12.0,,
Vanisa,12.0,,12.0,,
Icelyn,12.0,,12.0,,
Madylynn,12.0,,12.0,,
Amyann,12.0,,12.0,,
Kaiyen,,12.0,12.0,,
Fana,12.0,,12.0,,
Anahya,12.0,,12.0,,
Farbod,,12.0,12.0,,
Elizebth,12.0,,12.0,,
Lanica,12.0,,12.0,,
Raimondo,,12.0,12.0,,
Kamakana,,12.0,12.0,,
Rosolyn,12.0,,12.0,,
Fariah,12.0,,12.0,,
Ezion,,12.0,12.0,,
Yoshikazu,,12.0,12.0,,
Shanissa,12.0,,12.0,,
Fariba,12.0,,12.0,,
Raliek,,12.0,12.0,,
Naydia,12.0,,12.0,,
Jacquesha,12.0,,12.0,,
Jacent,,12.0,12.0,,
Bhoomi,12.0,,12.0,,
Taeon,,12.0,12.0,,
Kamayia,12.0,,12.0,,
Miaisha,12.0,,12.0,,
Clysta,12.0,,12.0,,
Clauzell,,12.0,12.0,,
Joela,12.0,,12.0,,
Bexley,12.0,,12.0,,
Kamaehu,,12.0,12.0,,
Jivon,,12.0,12.0,,
Dawnae,12.0,,12.0,,
Jmia,12.0,,12.0,,
Louelle,12.0,,12.0,,
Rakeia,12.0,,12.0,,
Akxel,,12.0,12.0,,
Nayiri,12.0,,12.0,,
Dawin,,12.0,12.0,,
Nayha,12.0,,12.0,,
Clemen,,12.0,12.0,,
Fanessa,12.0,,12.0,,
Cleman,,12.0,12.0,,
Dawnee,12.0,,12.0,,
Zoeyann,12.0,,12.0,,
Lieu,12.0,,12.0,,
Clellie,7.0,5.0,12.0,-0.48542682717,0.0
Malanda,12.0,,12.0,,
Kajus,,12.0,12.0,,
Dawyn,12.0,,12.0,,
Lanequia,12.0,,12.0,,
Zoeyjane,12.0,,12.0,,
Amriel,12.0,,12.0,,
Jodina,12.0,,12.0,,
Krystallynn,12.0,,12.0,,
Jaeron,,12.0,12.0,,
Shanythia,12.0,,12.0,,
Elvedin,,12.0,12.0,,
Korla,12.0,,12.0,,
Svannah,12.0,,12.0,,
Mizan,6.0,6.0,12.0,0.0,0.0
Ternesha,12.0,,12.0,,
Tavorris,,12.0,12.0,,
Evion,,12.0,12.0,,
Jesmin,12.0,,12.0,,
Memphys,,12.0,12.0,,
Chiquta,12.0,,12.0,,
Mykaya,12.0,,12.0,,
Sheilly,12.0,,12.0,,
Kyralee,12.0,,12.0,,
Cooledge,,12.0,12.0,,
Tavonta,,12.0,12.0,,
Ragad,12.0,,12.0,,
Darsie,12.0,,12.0,,
Patriciaa,12.0,,12.0,,
Zeline,12.0,,12.0,,
Jahnel,12.0,,12.0,,
Venesta,12.0,,12.0,,
Rashidat,12.0,,12.0,,
Terreka,12.0,,12.0,,
Jahnelle,12.0,,12.0,,
Terresha,12.0,,12.0,,
Chirs,,12.0,12.0,,
Sheira,12.0,,12.0,,
Patrricia,12.0,,12.0,,
Karrson,,12.0,12.0,,
Chrishae,12.0,,12.0,,
Chrisanthony,,12.0,12.0,,
Evonia,12.0,,12.0,,
Chrisalyn,12.0,,12.0,,
Deguan,,12.0,12.0,,
Dehja,12.0,,12.0,,
Floran,,12.0,12.0,,
Micahi,,12.0,12.0,,
Kahmiya,12.0,,12.0,,
Contance,12.0,,12.0,,
Samanthanicole,12.0,,12.0,,
Elziabeth,12.0,,12.0,,
Hiatt,,12.0,12.0,,
Laronte,,12.0,12.0,,
Ahmik,,12.0,12.0,,
Adetayo,,12.0,12.0,,
Darthie,12.0,,12.0,,
Heymi,12.0,,12.0,,
Shaque,12.0,,12.0,,
Sverre,,12.0,12.0,,
Jessena,12.0,,12.0,,
Nilofar,12.0,,12.0,,
Ilianah,12.0,,12.0,,
Anasol,12.0,,12.0,,
Vaylen,,12.0,12.0,,
Nathean,,12.0,12.0,,
Cordarian,,12.0,12.0,,
Valeriya,12.0,,12.0,,
Eftihia,12.0,,12.0,,
Marcuz,,12.0,12.0,,
Katashia,12.0,,12.0,,
Dekyla,12.0,,12.0,,
Whendy,12.0,,12.0,,
Letti,12.0,,12.0,,
Efstratios,,12.0,12.0,,
Aynslie,12.0,,12.0,,
Terriss,,12.0,12.0,,
Paryss,12.0,,12.0,,
Marhonda,12.0,,12.0,,
Tulasi,12.0,,12.0,,
Jahya,12.0,,12.0,,
Darreck,,12.0,12.0,,
Terrlyn,12.0,,12.0,,
Parvaneh,12.0,,12.0,,
Shamae,12.0,,12.0,,
Markila,12.0,,12.0,,
Audey,,12.0,12.0,,
Alberdia,12.0,,12.0,,
Zithlaly,12.0,,12.0,,
Zabrian,,12.0,12.0,,
Aara,12.0,,12.0,,
Shamariona,12.0,,12.0,,
Chikara,12.0,,12.0,,
Korian,,12.0,12.0,,
Nimrit,12.0,,12.0,,
Shetika,12.0,,12.0,,
Kasib,,12.0,12.0,,
Mykena,12.0,,12.0,,
Nimsy,12.0,,12.0,,
Jervontae,,12.0,12.0,,
Hersch,,12.0,12.0,,
Darrionna,12.0,,12.0,,
Dejuante,,12.0,12.0,,
Jersy,12.0,,12.0,,
Audreya,12.0,,12.0,,
Nineth,12.0,,12.0,,
Corando,,12.0,12.0,,
Audrinah,12.0,,12.0,,
Rashyia,12.0,,12.0,,
Kassydi,12.0,,12.0,,
Sambhav,,12.0,12.0,,
Chiedozie,,12.0,12.0,,
Iliza,12.0,,12.0,,
Audriena,12.0,,12.0,,
Anthuan,,12.0,12.0,,
Hidemi,,12.0,12.0,,
Hiede,12.0,,12.0,,
Sweden,12.0,,12.0,,
Kourtlynn,12.0,,12.0,,
Zeila,12.0,,12.0,,
Bisher,,12.0,12.0,,
Leyni,12.0,,12.0,,
Karagen,12.0,,12.0,,
Naudya,12.0,,12.0,,
Bitania,12.0,,12.0,,
Alexiyana,12.0,,12.0,,
Deayra,12.0,,12.0,,
Hiwot,12.0,,12.0,,
Annmary,12.0,,12.0,,
Nickales,,12.0,12.0,,
Dasen,,12.0,12.0,,
Shamyria,12.0,,12.0,,
Kaidy,12.0,,12.0,,
Adhitya,,12.0,12.0,,
Bivian,7.0,5.0,12.0,-0.48542682717,0.0
Ranim,12.0,,12.0,,
Johnatho,,12.0,12.0,,
Condola,12.0,,12.0,,
Shamoria,12.0,,12.0,,
Symanthia,12.0,,12.0,,
Auryn,,12.0,12.0,,
Albieri,,12.0,12.0,,
Tenneil,12.0,,12.0,,
Yandy,,12.0,12.0,,
Shanana,12.0,,12.0,,
Chrysanne,12.0,,12.0,,
Jhasmine,12.0,,12.0,,
Avabelle,12.0,,12.0,,
Pegan,12.0,,12.0,,
Elgan,,12.0,12.0,,
Chrystene,12.0,,12.0,,
Eley,,12.0,12.0,,
Marelli,12.0,,12.0,,
Shaon,,12.0,12.0,,
Autumnn,12.0,,12.0,,
Elvester,,12.0,12.0,,
Laquieta,12.0,,12.0,,
Synclair,12.0,,12.0,,
Kanysha,12.0,,12.0,,
Pedra,12.0,,12.0,,
Vedansh,,12.0,12.0,,
Sheriyah,12.0,,12.0,,
Amiliah,12.0,,12.0,,
Jaeya,12.0,,12.0,,
Dearron,,12.0,12.0,,
Abdurrehman,,12.0,12.0,,
Kaplan,,12.0,12.0,,
Kapone,,12.0,12.0,,
Winiford,,12.0,12.0,,
Shernard,,12.0,12.0,,
Anrea,12.0,,12.0,,
Evonnie,12.0,,12.0,,
Jahiyah,12.0,,12.0,,
Shaquara,12.0,,12.0,,
Moad,,12.0,12.0,,
Beonica,12.0,,12.0,,
Sydnea,12.0,,12.0,,
Sydeny,12.0,,12.0,,
Tercel,,12.0,12.0,,
Deedgra,12.0,,12.0,,
Samaje,,12.0,12.0,,
Deedrick,,12.0,12.0,,
Tereance,,12.0,12.0,,
Ekrem,,12.0,12.0,,
Lorayn,12.0,,12.0,,
Twiggy,12.0,,12.0,,
Deeneen,12.0,,12.0,,
Mckall,12.0,,12.0,,
Veloria,12.0,,12.0,,
Deepthi,12.0,,12.0,,
Adgie,7.0,5.0,12.0,-0.48542682717,0.0
Chrishonna,12.0,,12.0,,
Tawhid,,12.0,12.0,,
Swiyyah,12.0,,12.0,,
Hilinai,12.0,,12.0,,
Blaydon,,12.0,12.0,,
Filamena,12.0,,12.0,,
Karenza,12.0,,12.0,,
Sylvian,,12.0,12.0,,
Tyaunna,12.0,,12.0,,
Ayeshah,12.0,,12.0,,
Elyja,,12.0,12.0,,
Christiananthon,,12.0,12.0,,
Krik,,12.0,12.0,,
Conie,12.0,,12.0,,
Valleria,12.0,,12.0,,
Myella,12.0,,12.0,,
Shamita,12.0,,12.0,,
Filsan,12.0,,12.0,,
Blaney,7.0,5.0,12.0,-0.48542682717,0.0
Aurionna,12.0,,12.0,,
Aurick,,12.0,12.0,,
Syleste,12.0,,12.0,,
Raphaelle,12.0,,12.0,,
Ronta,,12.0,12.0,,
Larimar,12.0,,12.0,,
Mckailyn,12.0,,12.0,,
Declin,,12.0,12.0,,
Kyja,12.0,,12.0,,
Jahim,,12.0,12.0,,
Nathina,12.0,,12.0,,
Utako,12.0,,12.0,,
Sharitha,12.0,,12.0,,
Carlose,,12.0,12.0,,
Lynnleigh,12.0,,12.0,,
Janenne,12.0,,12.0,,
Carmelitta,12.0,,12.0,,
Toki,12.0,,12.0,,
Sibella,12.0,,12.0,,
Javarrion,,12.0,12.0,,
Janess,12.0,,12.0,,
Somiya,12.0,,12.0,,
Treagan,,12.0,12.0,,
Ollivia,12.0,,12.0,,
Arnesh,,12.0,12.0,,
Ollive,12.0,,12.0,,
Lynthia,12.0,,12.0,,
Nusayba,12.0,,12.0,,
Trcy,12.0,,12.0,,
Wakinyan,,12.0,12.0,,
Juliaanne,12.0,,12.0,,
Aionna,12.0,,12.0,,
Tolisha,12.0,,12.0,,
Medelin,12.0,,12.0,,
Itasha,12.0,,12.0,,
Brttany,12.0,,12.0,,
Nakyrah,12.0,,12.0,,
Lagail,12.0,,12.0,,
Shavonya,12.0,,12.0,,
Saura,12.0,,12.0,,
Leium,,12.0,12.0,,
Ginelie,12.0,,12.0,,
Oluwafunmilayo,12.0,,12.0,,
Arelle,12.0,,12.0,,
Kerlyn,12.0,,12.0,,
Mannon,5.0,7.0,12.0,0.48542682717,1.0
Juliannie,12.0,,12.0,,
Kermina,12.0,,12.0,,
Carolen,12.0,,12.0,,
Risten,12.0,,12.0,,
Javery,,12.0,12.0,,
Naleigh,12.0,,12.0,,
Treauna,12.0,,12.0,,
Dharti,12.0,,12.0,,
Josiha,,12.0,12.0,,
Tredell,,12.0,12.0,,
Zeruiah,12.0,,12.0,,
Mauline,12.0,,12.0,,
Javean,,12.0,12.0,,
Toika,12.0,,12.0,,
Arniya,12.0,,12.0,,
Irwing,,12.0,12.0,,
Dovonte,,12.0,12.0,,
Tansha,12.0,,12.0,,
Solmari,12.0,,12.0,,
Danait,12.0,,12.0,,
Oliviamarie,12.0,,12.0,,
Wahneeta,12.0,,12.0,,
Kief,,12.0,12.0,,
Semaiah,12.0,,12.0,,
Laytonya,12.0,,12.0,,
Carilynn,12.0,,12.0,,
Gislaine,12.0,,12.0,,
Kevine,,12.0,12.0,,
Savieon,,12.0,12.0,,
Jujhar,,12.0,12.0,,
Marrico,,12.0,12.0,,
Yexenia,12.0,,12.0,,
Vishesh,,12.0,12.0,,
Olema,12.0,,12.0,,
Savione,,12.0,12.0,,
Nychole,12.0,,12.0,,
Reyona,12.0,,12.0,,
Manju,12.0,,12.0,,
Cardyn,12.0,,12.0,,
Yeyson,,12.0,12.0,,
Dainen,,12.0,12.0,,
Lazarick,,12.0,12.0,,
Leiasia,12.0,,12.0,,
Tamkio,12.0,,12.0,,
Reynah,12.0,,12.0,,
Jossiephine,12.0,,12.0,,
Semara,12.0,,12.0,,
Leihla,12.0,,12.0,,
Keshyra,12.0,,12.0,,
Carlosantonio,,12.0,12.0,,
Daijana,12.0,,12.0,,
Janieka,12.0,,12.0,,
Savasia,12.0,,12.0,,
Diavione,12.0,,12.0,,
Carlianne,12.0,,12.0,,
Tomecca,12.0,,12.0,,
Laylin,12.0,,12.0,,
Solidad,12.0,,12.0,,
Madalon,12.0,,12.0,,
Layoya,12.0,,12.0,,
Daijsha,12.0,,12.0,,
Nyalise,12.0,,12.0,,
Aeryana,12.0,,12.0,,
Carleon,,12.0,12.0,,
Angeliese,12.0,,12.0,,
Girlean,12.0,,12.0,,
Nyangel,12.0,,12.0,,
Nyani,12.0,,12.0,,
Janiese,12.0,,12.0,,
Semaria,12.0,,12.0,,
Dhane,,12.0,12.0,,
Gin,7.0,5.0,12.0,-0.48542682717,0.0
Nenah,12.0,,12.0,,
Gysel,12.0,,12.0,,
Ardala,12.0,,12.0,,
Ardiana,12.0,,12.0,,
Ardin,,12.0,12.0,,
Kentin,,12.0,12.0,,
Qualan,,12.0,12.0,,
Omeshia,12.0,,12.0,,
Kentrall,,12.0,12.0,,
Lavoria,12.0,,12.0,,
Sorayda,12.0,,12.0,,
Nouran,12.0,,12.0,,
Namia,12.0,,12.0,,
Omekia,12.0,,12.0,,
Almaree,12.0,,12.0,,
Aimara,12.0,,12.0,,
Casiana,12.0,,12.0,,
Jaxzen,,12.0,12.0,,
Trelynn,5.0,7.0,12.0,0.48542682717,1.0
Drelynn,,12.0,12.0,,
Gianmichael,,12.0,12.0,,
Ajea,12.0,,12.0,,
Laif,,12.0,12.0,,
Lawander,12.0,,12.0,,
Addelin,12.0,,12.0,,
Andwele,,12.0,12.0,,
Archimedes,,12.0,12.0,,
Brittiani,12.0,,12.0,,
Kensei,,12.0,12.0,,
Gevan,,12.0,12.0,,
Ailisa,12.0,,12.0,,
Lyndley,12.0,,12.0,,
Onasis,,12.0,12.0,,
Ghabriel,,12.0,12.0,,
Enri,,12.0,12.0,,
Mariangeliz,12.0,,12.0,,
Not,,12.0,12.0,,
Daemen,,12.0,12.0,,
Omyra,12.0,,12.0,,
Ghali,,12.0,12.0,,
Kentay,,12.0,12.0,,
Tirone,,12.0,12.0,,
Devontia,,12.0,12.0,,
Sossity,12.0,,12.0,,
Wandalea,12.0,,12.0,,
Ghana,12.0,,12.0,,
Arrieanna,12.0,,12.0,,
Tirzo,,12.0,12.0,,
Seraj,,12.0,12.0,,
Tremelle,,12.0,12.0,,
Danela,12.0,,12.0,,
Almanzo,,12.0,12.0,,
Merilou,12.0,,12.0,,
Areille,12.0,,12.0,,
Joshuapaul,,12.0,12.0,,
Shynese,12.0,,12.0,,
Sonseeahray,12.0,,12.0,,
Shynika,12.0,,12.0,,
Acil,,12.0,12.0,,
Dagne,12.0,,12.0,,
Nseya,12.0,,12.0,,
Laxmi,12.0,,12.0,,
Gilliana,12.0,,12.0,,
